CourseSectionOrigID,Bb_UserPK,Gradebook_Item,Grade_Category,FinalGradeCEMS,Points_Possible,Points_Earned,Gender
FrScA-S216-01,95633,Unit 1 Assessment,Qz,66.93002257,5,5,F
FrScA-S216-01,95633,2-1.1: Crime Scene DB #3,Hw,66.93002257,10,8,F
FrScA-S216-01,95633,2-2.1: Evidence Collection DB #4,Hw,66.93002257,5,5,F
FrScA-S216-01,95633,2-3.1: Hair Analysis Lab,Hw,66.93002257,10,10,F
FrScA-S216-01,95633,2-3: Discussion,Hw,66.93002257,10,10,F
FrScA-S216-01,95633,Unit 2 Assessment,Qz,66.93002257,10,10,F
FrScA-S216-01,95633,3-1.1: BrainPop Periodic Table of the Elements,NA,66.93002257,105,100,F
FrScA-S216-01,95633,3-1.2: Periodic Table of the Elements Lab,Hw,66.93002257,465,83.25,F
FrScA-S216-01,95633,3-2.1: pH Analysis Lab,Hw,66.93002257,5,5,F
FrScA-S216-01,95633,3-3.1: Drug Analysis and Toxicology DB #5,Hw,66.93002257,10,10,F
FrScA-S216-01,95633,PROGRESS CHECK 2 @ 03-16-16,NA,66.93002257,10,NA,F
FrScA-S216-01,95633,3-4.1: A Very Cold Case DB #6,Hw,66.93002257,10,8,F
FrScA-S216-01,95633,3-4.2: Mystery Powder Lab,Hw,66.93002257,10,10,F
FrScA-S216-01,95633,Unit 3 Assessment,Qz,66.93002257,10,NA,F
FrScA-S216-01,95633,4-1.1: Compare/Contrast Microscopes Assignment,Hw,66.93002257,10,8,F
FrScA-S216-01,95633,4-2.1: Summary of the Case of Karyn Slover Assignment,Hw,66.93002257,5,4.5,F
FrScA-S216-01,95633,Unit 4 Assessment,Qz,66.93002257,10,NA,M
FrScA-S216-01,95633,5-1.1: BrainPop Video on DNA,NA,66.93002257,50,40.63,F
FrScA-S216-01,95633,5-1.2: DNA DB #7,Hw,66.93002257,10,NA,F
FrScA-S216-01,95633,PROGRESS CHECK 3 @ 04-19-16,NA,66.93002257,457,379.08,F
FrScA-S216-01,95633,5-2.1: DNA Lab,Hw,66.93002257,5,3,F
FrScA-S216-01,95633,Unit 5 Assessment,Qz,66.93002257,50,50,F
FrScA-S216-01,95633,6-1.1: History of Fingerprinting and the Application to Solving Crimes,Hw,66.93002257,10,10,F
FrScA-S216-01,95633,6-2.1: Fingerprint Analysis Assignment,Hw,66.93002257,30,30,F
FrScA-S216-01,95633,6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8,Hw,66.93002257,12,9,F
FrScA-S216-01,95633,Unit 6 Assessment,Qz,66.93002257,597,483.96,F
FrScA-S216-01,95633,7-1.1: Can You Identify a Forgery? Assignment,Hw,66.93002257,5,3,M
FrScA-S216-01,95633,7-2.1: Questioned Documents Case Studies DB #9,Hw,66.93002257,5,5,F
FrScA-S216-01,95633,7-2.2: Handwriting Analysis,Hw,66.93002257,10,9.5,F
FrScA-S216-01,95633,PROGRESS CHECK 4 @ 05-16-16,NA,66.93002257,597,581.3,F
FrScA-S216-01,95633,7-3.1: TWEAS Case DB #10,Hw,66.93002257,15,11,M
FrScA-S216-01,95633,7-3.2: TWEAS Case Ð Solve the Crime Assignment,Hw,66.93002257,575,461.76,F
FrScA-S216-01,95633,Unit 7 Assessment,Qz,66.93002257,10,7,F
FrScA-S216-01,95633,8-1.1: The Final Case Ð Solve the Crime Assignment,Hw,66.93002257,28,22,F
FrScA-S216-01,95633,POINTS EARNED & TOTAL COURSE POINTS,NA,66.93002257,5,4,M
FrScA-S216-01,95684,POINTS EARNED & TOTAL COURSE POINTS,NA,0.902934537,10,6,F
FrScA-S216-01,95684,WORK ATTEMPTED,NA,0.902934537,465,294.16,M
FrScA-S216-01,95684,0-1.1: Intro Assignment - Send a Message to Your Instructor,Hw,0.902934537,30,25,F
FrScA-S216-01,95684,0-1.2: Intro Assignment - DB #1,Hw,0.902934537,15,NA,F
FrScA-S216-01,95684,0-1.3: Intro Assignment - Submitting Files,Hw,0.902934537,30,22.35,F
FrScA-S216-01,95684,1-1.1: Lesson 1-1 Graphic Organizer,Hw,0.902934537,443,333,F
FrScA-S216-01,95684,1-2.1: Explore a Career Assignment,Hw,0.902934537,249,184,F
FrScA-S216-01,95684,1-2.2: Explore a Career DB #2,Hw,0.902934537,5,5,M
FrScA-S216-01,95684,PROGRESS CHECK 1 @ 02-18-16,NA,0.902934537,5,5,M
FrScA-S216-01,95684,1-2.3: Lesson 1-2 Graphic Organizer,Hw,0.902934537,10,NA,F
FrScA-S216-01,95684,Unit 1 Assessment,Qz,0.902934537,244,212,M
FrScA-S216-01,95684,2-1.1: Crime Scene DB #3,Hw,0.902934537,10,9.25,F
FrScA-S216-01,95684,2-2.1: Evidence Collection DB #4,Hw,0.902934537,597,386.75,M
FrScA-S216-01,95684,2-3.1: Hair Analysis Lab,Hw,0.902934537,10,10,F
FrScA-S216-01,95684,2-3: Discussion,Hw,0.902934537,5,4,F
FrScA-S216-01,95684,Unit 2 Assessment,Qz,0.902934537,10,10,F
FrScA-S216-01,95684,3-1.1: BrainPop Periodic Table of the Elements,NA,0.902934537,10,10,F
FrScA-S216-01,95684,3-1.2: Periodic Table of the Elements Lab,Hw,0.902934537,105,83.25,F
FrScA-S216-01,95684,3-2.1: pH Analysis Lab,Hw,0.902934537,10,10,F
FrScA-S216-01,95684,3-3.1: Drug Analysis and Toxicology DB #5,Hw,0.902934537,5,NA,M
FrScA-S216-01,95684,PROGRESS CHECK 2 @ 03-16-16,NA,0.902934537,30,8.25,F
FrScA-S216-01,95684,3-4.1: A Very Cold Case DB #6,Hw,0.902934537,620,510.92667,F
FrScA-S216-01,95684,3-4.2: Mystery Powder Lab,Hw,0.902934537,75,65,F
FrScA-S216-01,95684,Unit 3 Assessment,Qz,0.902934537,25,21.5,M
FrScA-S216-01,95684,4-1.1: Compare/Contrast Microscopes Assignment,Hw,0.902934537,20,16,F
FrScA-S216-01,95684,4-2.1: Summary of the Case of Karyn Slover Assignment,Hw,0.902934537,5,5,M
FrScA-S216-01,95684,Unit 4 Assessment,Qz,0.902934537,20,20,M
FrScA-S216-01,95684,5-1.1: BrainPop Video on DNA,NA,0.902934537,24,20,F
FrScA-S216-01,95684,5-1.2: DNA DB #7,Hw,0.902934537,10,8,F
FrScA-S216-01,95684,PROGRESS CHECK 3 @ 04-19-16,NA,0.902934537,10,NA,F
FrScA-S216-01,95684,5-2.1: DNA Lab,Hw,0.902934537,10,10,M
FrScA-S216-01,95684,Unit 5 Assessment,Qz,0.902934537,10,10,M
FrScA-S216-01,95684,6-1.1: History of Fingerprinting and the Application to Solving Crimes,Hw,0.902934537,597,520.15,F
FrScA-S216-01,95684,6-2.1: Fingerprint Analysis Assignment,Hw,0.902934537,10,10,M
FrScA-S216-01,95684,6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8,Hw,0.902934537,10,10,M
FrScA-S216-01,95684,Unit 6 Assessment,Qz,0.902934537,5,7,F
FrScA-S216-01,95684,7-1.1: Can You Identify a Forgery? Assignment,Hw,0.902934537,140,136,M
FrScA-S216-01,95684,7-2.1: Questioned Documents Case Studies DB #9,Hw,0.902934537,10,NA,M
FrScA-S216-01,95684,7-2.2: Handwriting Analysis,Hw,0.902934537,5,5,F
FrScA-S216-01,95684,PROGRESS CHECK 4 @ 05-16-16,NA,0.902934537,353,337,M
FrScA-S216-01,95684,7-3.1: TWEAS Case DB #10,Hw,0.902934537,5,3,M
FrScA-S216-01,95684,7-3.2: TWEAS Case Ð Solve the Crime Assignment,Hw,0.902934537,10,2.5,F
FrScA-S216-01,95684,Unit 7 Assessment,Qz,0.902934537,5,9,F
FrScA-S216-01,95684,8-1.1: The Final Case Ð Solve the Crime Assignment,Hw,0.902934537,30,24.38,F
FrScA-S216-01,95684,POINTS EARNED & TOTAL COURSE POINTS,NA,0.902934537,10,9,F
FrScA-S216-01,95726,POINTS EARNED & TOTAL COURSE POINTS,NA,94.58239278,30,30,F
FrScA-S216-01,95726,WORK ATTEMPTED,NA,94.58239278,353,330,F
FrScA-S216-01,95726,0-1.1: Intro Assignment - Send a Message to Your Instructor,Hw,94.58239278,10,9,F
FrScA-S216-01,95726,0-1.2: Intro Assignment - DB #1,Hw,94.58239278,10,10,F
FrScA-S216-01,95726,0-1.3: Intro Assignment - Submitting Files,Hw,94.58239278,20,14,F
FrScA-S216-01,95726,1-1.1: Lesson 1-1 Graphic Organizer,Hw,94.58239278,55,55,F
FrScA-S216-01,95726,1-2.1: Explore a Career Assignment,Hw,94.58239278,10,10,F
FrScA-S216-01,95726,1-2.2: Explore a Career DB #2,Hw,94.58239278,30,30,F
FrScA-S216-01,95726,PROGRESS CHECK 1 @ 02-18-16,NA,94.58239278,24,18,F
FrScA-S216-01,95726,1-2.3: Lesson 1-2 Graphic Organizer,Hw,94.58239278,30,27,F
FrScA-S216-01,95726,Unit 1 Assessment,Qz,94.58239278,30,10.5,M
FrScA-S216-01,95726,2-1.1: Crime Scene DB #3,Hw,94.58239278,10,10,F
FrScA-S216-01,95726,2-2.1: Evidence Collection DB #4,Hw,94.58239278,0,0,M
FrScA-S216-01,95726,2-3.1: Hair Analysis Lab,Hw,94.58239278,5,5,F
FrScA-S216-01,95726,2-3: Discussion,Hw,94.58239278,30,22,F
FrScA-S216-01,95726,Unit 2 Assessment,Qz,94.58239278,15,15,M
FrScA-S216-01,95726,3-1.1: BrainPop Periodic Table of the Elements,NA,94.58239278,10,10,F
FrScA-S216-01,95726,3-1.2: Periodic Table of the Elements Lab,Hw,94.58239278,15,12,F
FrScA-S216-01,95726,3-2.1: pH Analysis Lab,Hw,94.58239278,10,6.88,F
FrScA-S216-01,95726,3-3.1: Drug Analysis and Toxicology DB #5,Hw,94.58239278,5,3,M
FrScA-S216-01,95726,PROGRESS CHECK 2 @ 03-16-16,NA,94.58239278,10,9.5,M
FrScA-S216-01,95726,3-4.1: A Very Cold Case DB #6,Hw,94.58239278,30,27,F
FrScA-S216-01,95726,3-4.2: Mystery Powder Lab,Hw,94.58239278,10,10,F
FrScA-S216-01,95726,Unit 3 Assessment,Qz,94.58239278,30,22,F
FrScA-S216-01,95726,4-1.1: Compare/Contrast Microscopes Assignment,Hw,94.58239278,30,26.25,F
FrScA-S216-01,95726,4-2.1: Summary of the Case of Karyn Slover Assignment,Hw,94.58239278,5,5,F
FrScA-S216-01,95726,Unit 4 Assessment,Qz,94.58239278,10,10,F
FrScA-S216-01,95726,5-1.1: BrainPop Video on DNA,NA,94.58239278,10,10,F
FrScA-S216-01,95726,5-1.2: DNA DB #7,Hw,94.58239278,10,10,F
FrScA-S216-01,95726,PROGRESS CHECK 3 @ 04-19-16,NA,94.58239278,10,10,F
FrScA-S216-01,95726,5-2.1: DNA Lab,Hw,94.58239278,10,9,M
FrScA-S216-01,95726,Unit 5 Assessment,Qz,94.58239278,10,10,F
FrScA-S216-01,95726,6-1.1: History of Fingerprinting and the Application to Solving Crimes,Hw,94.58239278,597,593,F
FrScA-S216-01,95726,6-2.1: Fingerprint Analysis Assignment,Hw,94.58239278,5,5,M
FrScA-S216-01,95726,6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8,Hw,94.58239278,24,16,M
FrScA-S216-01,95726,Unit 6 Assessment,Qz,94.58239278,5,2,F
FrScA-S216-01,95726,7-1.1: Can You Identify a Forgery? Assignment,Hw,94.58239278,5,3,M
FrScA-S216-01,95726,7-2.1: Questioned Documents Case Studies DB #9,Hw,94.58239278,10,NA,M
FrScA-S216-01,95726,7-2.2: Handwriting Analysis,Hw,94.58239278,10,0,F
FrScA-S216-01,95726,PROGRESS CHECK 4 @ 05-16-16,NA,94.58239278,10,9,M
FrScA-S216-01,95726,7-3.1: TWEAS Case DB #10,Hw,94.58239278,10,9,F
FrScA-S216-01,95726,7-3.2: TWEAS Case Ð Solve the Crime Assignment,Hw,94.58239278,10,10,F
FrScA-S216-01,95726,Unit 7 Assessment,Qz,94.58239278,5,5,F
FrScA-S216-01,95726,8-1.1: The Final Case Ð Solve the Crime Assignment,Hw,94.58239278,10,10,F
FrScA-S216-01,95726,POINTS EARNED & TOTAL COURSE POINTS,NA,94.58239278,30,NA,F
FrScA-S216-01,95743,POINTS EARNED & TOTAL COURSE POINTS,NA,95.93679458,20,20,F
FrScA-S216-01,95743,WORK ATTEMPTED,NA,95.93679458,5,5,F
FrScA-S216-01,95743,0-1.1: Intro Assignment - Send a Message to Your Instructor,Hw,95.93679458,10,8,M
FrScA-S216-01,95743,0-1.2: Intro Assignment - DB #1,Hw,95.93679458,10,0,M
FrScA-S216-01,95743,0-1.3: Intro Assignment - Submitting Files,Hw,95.93679458,30,20,M
FrScA-S216-01,95743,1-1.1: Lesson 1-1 Graphic Organizer,Hw,95.93679458,220,185.25,F
FrScA-S216-01,95743,1-2.1: Explore a Career Assignment,Hw,95.93679458,105,84.455,F
FrScA-S216-01,95743,1-2.2: Explore a Career DB #2,Hw,95.93679458,50,50,F
FrScA-S216-01,95743,PROGRESS CHECK 1 @ 02-18-16,NA,95.93679458,10,6,F
FrScA-S216-01,95743,1-2.3: Lesson 1-2 Graphic Organizer,Hw,95.93679458,5,4,M
FrScA-S216-01,95743,Unit 1 Assessment,Qz,95.93679458,5,NA,F
FrScA-S216-01,95743,2-1.1: Crime Scene DB #3,Hw,95.93679458,10,10,M
FrScA-S216-01,95743,2-2.1: Evidence Collection DB #4,Hw,95.93679458,10,10,M
FrScA-S216-01,95743,2-3.1: Hair Analysis Lab,Hw,95.93679458,10,10,F
FrScA-S216-01,95743,2-3: Discussion,Hw,95.93679458,10,NA,F
FrScA-S216-01,95743,Unit 2 Assessment,Qz,95.93679458,20,16,F
FrScA-S216-01,95743,3-1.1: BrainPop Periodic Table of the Elements,NA,95.93679458,345,329,M
FrScA-S216-01,95743,3-1.2: Periodic Table of the Elements Lab,Hw,95.93679458,15,13.5,F
FrScA-S216-01,95743,3-2.1: pH Analysis Lab,Hw,95.93679458,10,10,F
FrScA-S216-01,95743,3-3.1: Drug Analysis and Toxicology DB #5,Hw,95.93679458,5,5,M
FrScA-S216-01,95743,PROGRESS CHECK 2 @ 03-16-16,NA,95.93679458,28,22,F
FrScA-S216-01,95743,3-4.1: A Very Cold Case DB #6,Hw,95.93679458,244,NA,F
FrScA-S216-01,95743,3-4.2: Mystery Powder Lab,Hw,95.93679458,10,10,F
FrScA-S216-01,95743,Unit 3 Assessment,Qz,95.93679458,10,NA,F
FrScA-S216-01,95743,4-1.1: Compare/Contrast Microscopes Assignment,Hw,95.93679458,5,5,F
FrScA-S216-01,95743,4-2.1: Summary of the Case of Karyn Slover Assignment,Hw,95.93679458,10,7,F
FrScA-S216-01,95743,Unit 4 Assessment,Qz,95.93679458,30,26,M
FrScA-S216-01,95743,5-1.1: BrainPop Video on DNA,NA,95.93679458,5,10,F
FrScA-S216-01,95743,5-1.2: DNA DB #7,Hw,95.93679458,15,13,F
FrScA-S216-01,95743,PROGRESS CHECK 3 @ 04-19-16,NA,95.93679458,10,10,F
FrScA-S216-01,95743,5-2.1: DNA Lab,Hw,95.93679458,5,4,F
FrScA-S216-01,95743,Unit 5 Assessment,Qz,95.93679458,10,10,F
FrScA-S216-01,95743,6-1.1: History of Fingerprinting and the Application to Solving Crimes,Hw,95.93679458,5,5,M
FrScA-S216-01,95743,6-2.1: Fingerprint Analysis Assignment,Hw,95.93679458,25,25,F
FrScA-S216-01,95743,6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8,Hw,95.93679458,5,5,F
FrScA-S216-01,95743,Unit 6 Assessment,Qz,95.93679458,30,NA,M
FrScA-S216-01,95743,7-1.1: Can You Identify a Forgery? Assignment,Hw,95.93679458,5,3,M
FrScA-S216-01,95743,7-2.1: Questioned Documents Case Studies DB #9,Hw,95.93679458,10,9,F
FrScA-S216-01,95743,7-2.2: Handwriting Analysis,Hw,95.93679458,10,NA,F
FrScA-S216-01,95743,PROGRESS CHECK 4 @ 05-16-16,NA,95.93679458,10,5,F
FrScA-S216-01,95743,7-3.1: TWEAS Case DB #10,Hw,95.93679458,5,5,F
FrScA-S216-01,95743,7-3.2: TWEAS Case Ð Solve the Crime Assignment,Hw,95.93679458,358,20,F
FrScA-S216-01,95743,Unit 7 Assessment,Qz,95.93679458,10,NA,F
FrScA-S216-01,95743,8-1.1: The Final Case Ð Solve the Crime Assignment,Hw,95.93679458,235,138,M
FrScA-S216-01,95743,POINTS EARNED & TOTAL COURSE POINTS,NA,95.93679458,10,NA,F
FrScA-S216-01,95896,POINTS EARNED & TOTAL COURSE POINTS,NA,75.50790068,37,30,M
FrScA-S216-01,95896,WORK ATTEMPTED,NA,75.50790068,10,9.75,M
FrScA-S216-01,95896,0-1.1: Intro Assignment - Send a Message to Your Instructor,Hw,75.50790068,10,6.5,F
FrScA-S216-01,95896,0-1.2: Intro Assignment - DB #1,Hw,75.50790068,5,5,F
FrScA-S216-01,95896,0-1.3: Intro Assignment - Submitting Files,Hw,75.50790068,5,5,F
FrScA-S216-01,95896,1-1.1: Lesson 1-1 Graphic Organizer,Hw,75.50790068,105,102.23,F
FrScA-S216-01,95896,1-2.1: Explore a Career Assignment,Hw,75.50790068,244,174.08,F
FrScA-S216-01,95896,1-2.2: Explore a Career DB #2,Hw,75.50790068,10,10,F
FrScA-S216-01,95896,PROGRESS CHECK 1 @ 02-18-16,NA,75.50790068,10,10,F
FrScA-S216-01,95896,1-2.3: Lesson 1-2 Graphic Organizer,Hw,75.50790068,30,18,F
FrScA-S216-01,95896,Unit 1 Assessment,Qz,75.50790068,720,674.05,F
FrScA-S216-01,95896,2-1.1: Crime Scene DB #3,Hw,75.50790068,10,10,F
FrScA-S216-01,95896,2-2.1: Evidence Collection DB #4,Hw,75.50790068,15,12,F
FrScA-S216-01,95896,2-3.1: Hair Analysis Lab,Hw,75.50790068,30,8.55,F
FrScA-S216-01,95896,2-3: Discussion,Hw,75.50790068,55,47,F
FrScA-S216-01,95896,Unit 2 Assessment,Qz,75.50790068,30,30,F
FrScA-S216-01,95896,3-1.1: BrainPop Periodic Table of the Elements,NA,75.50790068,25,NA,M
FrScA-S216-01,95896,3-1.2: Periodic Table of the Elements Lab,Hw,75.50790068,930,872.5,M
FrScA-S216-01,95896,3-2.1: pH Analysis Lab,Hw,75.50790068,10,8,M
FrScA-S216-01,95896,3-3.1: Drug Analysis and Toxicology DB #5,Hw,75.50790068,10,3,M
FrScA-S216-01,95896,PROGRESS CHECK 2 @ 03-16-16,NA,75.50790068,443,NA,F
FrScA-S216-01,95896,3-4.1: A Very Cold Case DB #6,Hw,75.50790068,30,30,F
FrScA-S216-01,95896,3-4.2: Mystery Powder Lab,Hw,75.50790068,10,NA,M
FrScA-S216-01,95896,Unit 3 Assessment,Qz,75.50790068,10,8,F
FrScA-S216-01,95896,4-1.1: Compare/Contrast Microscopes Assignment,Hw,75.50790068,5,5,F
FrScA-S216-01,95896,4-2.1: Summary of the Case of Karyn Slover Assignment,Hw,75.50790068,10,10,M
FrScA-S216-01,95896,Unit 4 Assessment,Qz,75.50790068,5,5,M
FrScA-S216-01,95896,5-1.1: BrainPop Video on DNA,NA,75.50790068,5,3,M
FrScA-S216-01,95896,5-1.2: DNA DB #7,Hw,75.50790068,5,5,F
FrScA-S216-01,95896,PROGRESS CHECK 3 @ 04-19-16,NA,75.50790068,15,13,F
FrScA-S216-01,95896,5-2.1: DNA Lab,Hw,75.50790068,10,10,M
FrScA-S216-01,95896,Unit 5 Assessment,Qz,75.50790068,10,10,F
FrScA-S216-01,95896,6-1.1: History of Fingerprinting and the Application to Solving Crimes,Hw,75.50790068,5,5,F
FrScA-S216-01,95896,6-2.1: Fingerprint Analysis Assignment,Hw,75.50790068,5,5,F
FrScA-S216-01,95896,6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8,Hw,75.50790068,10,10,F
FrScA-S216-01,95896,Unit 6 Assessment,Qz,75.50790068,20,20,F
FrScA-S216-01,95896,7-1.1: Can You Identify a Forgery? Assignment,Hw,75.50790068,10,3,F
FrScA-S216-01,95896,7-2.1: Questioned Documents Case Studies DB #9,Hw,75.50790068,30,27.75,F
FrScA-S216-01,95896,7-2.2: Handwriting Analysis,Hw,75.50790068,5,5,F
FrScA-S216-01,95896,PROGRESS CHECK 4 @ 05-16-16,NA,75.50790068,10,10,F
FrScA-S216-01,95896,7-3.1: TWEAS Case DB #10,Hw,75.50790068,235,189.63,F
FrScA-S216-01,95896,7-3.2: TWEAS Case Ð Solve the Crime Assignment,Hw,75.50790068,5,5,F
FrScA-S216-01,95896,Unit 7 Assessment,Qz,75.50790068,10,10,F
FrScA-S216-01,95896,8-1.1: The Final Case Ð Solve the Crime Assignment,Hw,75.50790068,10,10,F
FrScA-S216-01,95896,POINTS EARNED & TOTAL COURSE POINTS,NA,75.50790068,30,22,M
FrScA-S216-01,95989,POINTS EARNED & TOTAL COURSE POINTS,NA,85.44018059,597,567.2,F
FrScA-S216-01,95989,WORK ATTEMPTED,NA,85.44018059,10,6,F
FrScA-S216-01,95989,0-1.1: Intro Assignment - Send a Message to Your Instructor,Hw,85.44018059,10,7.88,F
FrScA-S216-01,95989,0-1.2: Intro Assignment - DB #1,Hw,85.44018059,10,8.65,M
FrScA-S216-01,95989,0-1.3: Intro Assignment - Submitting Files,Hw,85.44018059,10,4,F
FrScA-S216-01,95989,1-1.1: Lesson 1-1 Graphic Organizer,Hw,85.44018059,20,18,M
FrScA-S216-01,95989,1-2.1: Explore a Career Assignment,Hw,85.44018059,10,10,F
FrScA-S216-01,95989,1-2.2: Explore a Career DB #2,Hw,85.44018059,30,27.75,F
FrScA-S216-01,95989,PROGRESS CHECK 1 @ 02-18-16,NA,85.44018059,10,1,M
FrScA-S216-01,95989,1-2.3: Lesson 1-2 Graphic Organizer,Hw,85.44018059,10,8,M
FrScA-S216-01,95989,Unit 1 Assessment,Qz,85.44018059,10,6,M
FrScA-S216-01,95989,2-1.1: Crime Scene DB #3,Hw,85.44018059,12,12,F
FrScA-S216-01,95989,2-2.1: Evidence Collection DB #4,Hw,85.44018059,720,604.8,M
FrScA-S216-01,95989,2-3.1: Hair Analysis Lab,Hw,85.44018059,465,428.83833,F
FrScA-S216-01,95989,2-3: Discussion,Hw,85.44018059,10,10,F
FrScA-S216-01,95989,Unit 2 Assessment,Qz,85.44018059,55,52,F
FrScA-S216-01,95989,3-1.1: BrainPop Periodic Table of the Elements,NA,85.44018059,10,0,F
FrScA-S216-01,95989,3-1.2: Periodic Table of the Elements Lab,Hw,85.44018059,10,10,M
FrScA-S216-01,95989,3-2.1: pH Analysis Lab,Hw,85.44018059,5,5,F
FrScA-S216-01,95989,3-3.1: Drug Analysis and Toxicology DB #5,Hw,85.44018059,5,3,F
FrScA-S216-01,95989,PROGRESS CHECK 2 @ 03-16-16,NA,85.44018059,10,10,F
FrScA-S216-01,95989,3-4.1: A Very Cold Case DB #6,Hw,85.44018059,28,20,F
FrScA-S216-01,95989,3-4.2: Mystery Powder Lab,Hw,85.44018059,30,27,F
FrScA-S216-01,95989,Unit 3 Assessment,Qz,85.44018059,10,0,F
FrScA-S216-01,95989,4-1.1: Compare/Contrast Microscopes Assignment,Hw,85.44018059,15,15,F
FrScA-S216-01,95989,4-2.1: Summary of the Case of Karyn Slover Assignment,Hw,85.44018059,10,10,M
FrScA-S216-01,95989,Unit 4 Assessment,Qz,85.44018059,5,3,M
FrScA-S216-01,95989,5-1.1: BrainPop Video on DNA,NA,85.44018059,522,481.5,F
FrScA-S216-01,95989,5-1.2: DNA DB #7,Hw,85.44018059,433,135.4,M
FrScA-S216-01,95989,PROGRESS CHECK 3 @ 04-19-16,NA,85.44018059,20,NA,F
FrScA-S216-01,95989,5-2.1: DNA Lab,Hw,85.44018059,5,5,F
FrScA-S216-01,95989,Unit 5 Assessment,Qz,85.44018059,5,5,F
FrScA-S216-01,95989,6-1.1: History of Fingerprinting and the Application to Solving Crimes,Hw,85.44018059,10,10,F
FrScA-S216-01,95989,6-2.1: Fingerprint Analysis Assignment,Hw,85.44018059,10,10,F
FrScA-S216-01,95989,6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8,Hw,85.44018059,30,NA,F
FrScA-S216-01,95989,Unit 6 Assessment,Qz,85.44018059,5,3,F
FrScA-S216-01,95989,7-1.1: Can You Identify a Forgery? Assignment,Hw,85.44018059,5,5,F
FrScA-S216-01,95989,7-2.1: Questioned Documents Case Studies DB #9,Hw,85.44018059,10,10,F
FrScA-S216-01,95989,7-2.2: Handwriting Analysis,Hw,85.44018059,10,10,F
FrScA-S216-01,95989,PROGRESS CHECK 4 @ 05-16-16,NA,85.44018059,5,4,F
FrScA-S216-01,95989,7-3.1: TWEAS Case DB #10,Hw,85.44018059,10,10,M
FrScA-S216-01,95989,7-3.2: TWEAS Case Ð Solve the Crime Assignment,Hw,85.44018059,5,NA,F
FrScA-S216-01,95989,Unit 7 Assessment,Qz,85.44018059,10,10,F
FrScA-S216-01,95989,8-1.1: The Final Case Ð Solve the Crime Assignment,Hw,85.44018059,5,5,M
FrScA-S216-01,95989,POINTS EARNED & TOTAL COURSE POINTS,NA,85.44018059,15,13,M
FrScA-S216-01,95991,POINTS EARNED & TOTAL COURSE POINTS,NA,82.39277652,10,9,F
FrScA-S216-01,95991,WORK ATTEMPTED,NA,82.39277652,10,8,F
FrScA-S216-01,95991,0-1.1: Intro Assignment - Send a Message to Your Instructor,Hw,82.39277652,10,NA,F
FrScA-S216-01,95991,0-1.2: Intro Assignment - DB #1,Hw,82.39277652,10,10,F
FrScA-S216-01,95991,0-1.3: Intro Assignment - Submitting Files,Hw,82.39277652,5,5,F
FrScA-S216-01,95991,1-1.1: Lesson 1-1 Graphic Organizer,Hw,82.39277652,20,18,F
FrScA-S216-01,95991,1-2.1: Explore a Career Assignment,Hw,82.39277652,10,10,M
FrScA-S216-01,95991,1-2.2: Explore a Career DB #2,Hw,82.39277652,10,10,F
FrScA-S216-01,95991,PROGRESS CHECK 1 @ 02-18-16,NA,82.39277652,30,NA,F
FrScA-S216-01,95991,1-2.3: Lesson 1-2 Graphic Organizer,Hw,82.39277652,5,4,F
FrScA-S216-01,95991,Unit 1 Assessment,Qz,82.39277652,5,4,F
FrScA-S216-01,95991,2-1.1: Crime Scene DB #3,Hw,82.39277652,5,5,F
FrScA-S216-01,95991,2-2.1: Evidence Collection DB #4,Hw,82.39277652,10,9,F
FrScA-S216-01,95991,2-3.1: Hair Analysis Lab,Hw,82.39277652,10,7.3,F
FrScA-S216-01,95991,2-3: Discussion,Hw,82.39277652,5,5,F
FrScA-S216-01,95991,Unit 2 Assessment,Qz,82.39277652,5,5,M
FrScA-S216-01,95991,3-1.1: BrainPop Periodic Table of the Elements,NA,82.39277652,5,5,F
FrScA-S216-01,95991,3-1.2: Periodic Table of the Elements Lab,Hw,82.39277652,457,336.39,F
FrScA-S216-01,95991,3-2.1: pH Analysis Lab,Hw,82.39277652,30,NA,M
FrScA-S216-01,95991,3-3.1: Drug Analysis and Toxicology DB #5,Hw,82.39277652,5,5,F
FrScA-S216-01,95991,PROGRESS CHECK 2 @ 03-16-16,NA,82.39277652,10,NA,M
FrScA-S216-01,95991,3-4.1: A Very Cold Case DB #6,Hw,82.39277652,10,10,M
FrScA-S216-01,95991,3-4.2: Mystery Powder Lab,Hw,82.39277652,50,42,M
FrScA-S216-01,95991,Unit 3 Assessment,Qz,82.39277652,30,14.25,M
FrScA-S216-01,95991,4-1.1: Compare/Contrast Microscopes Assignment,Hw,82.39277652,10,9,M
FrScA-S216-01,95991,4-2.1: Summary of the Case of Karyn Slover Assignment,Hw,82.39277652,100,68.75,F
FrScA-S216-01,95991,Unit 4 Assessment,Qz,82.39277652,10,10,M
FrScA-S216-01,95991,5-1.1: BrainPop Video on DNA,NA,82.39277652,50,44,M
